English,Hindi,Santali
Likewise the farmer asked all to break the load.,इस तरह कसन न सभ स गटठर तडन क लय कह,"ᱱᱚᱶᱟ ᱞᱮᱠᱟᱛᱮ, ᱵᱤᱨᱤᱫ ᱫᱚ ᱥᱟᱱᱟᱢ ᱠᱚ ᱞᱟᱹᱞᱤᱥ ᱠᱚ ᱜᱷᱟᱹᱞ ᱞᱟᱹᱜᱤᱫ ᱮ ᱞᱟᱹᱭ ᱥᱚᱫᱚᱨ ᱞᱮᱫᱟ"
"In the United States farmers actively use agricultural equipment, which reduces time and saves time.","गव म कसन समहक रप स कष उपकरण क उपयग करत ह, जसस खरच कम हत ह और समय क बचत हत ह","ᱟᱹᱛᱩ ᱨᱮᱱ ᱪᱟᱹᱥᱤ ᱠᱚ ᱡᱩᱢᱤᱫ ᱠᱟᱛᱮ ᱪᱟᱥ ᱥᱟᱯᱟᱵ ᱠᱚ ᱵᱮᱣᱦᱟᱨᱟ, ᱡᱟᱦᱟᱸ ᱠᱷᱟᱹᱛᱤᱨ ᱠᱷᱚᱨᱚᱪ ᱠᱚᱢᱚᱜᱼᱟ ᱟᱨ ᱚᱠᱛᱚ ᱵᱟᱧᱪᱟᱣᱚᱜᱼᱟ"
Who is given singing in this song?,इस गव म कसक पस गज भग मलत ह?,ᱱᱚᱣᱟ ᱟᱹᱛᱩ ᱨᱮ ᱜᱟᱸᱡᱟ ᱵᱷᱟᱝ ᱚᱠᱚᱭ ᱴᱷᱮᱱ ᱮ ᱧᱟᱢ ᱮᱫᱟ
"Happily now, our farmers in many states are also using microplugation, some dipplugation, some simmerators.","अब त खश क बत ह क कई रजय म हमर गनन क कसन भ microirrigation क उपयग कर रह ह, कई dripirrigation क उपयग कर रह ह, कई sprinkler क कर रह ह","ᱱᱤᱛᱚᱜ ᱫᱚ ᱨᱟᱹᱥᱠᱟᱹ ᱨᱮᱭᱟᱜ ᱠᱟᱛᱷᱟ ᱠᱟᱱᱟ ᱡᱮ, ᱟᱭᱢᱟ ᱯᱚᱱᱚᱛ ᱨᱮ ᱟᱵᱚ ᱨᱮᱱ ᱟᱹᱠᱷ ᱪᱟᱹᱥᱤ ᱠᱚ ᱦᱚᱸ ᱢᱟᱭᱠᱨᱳ ᱤᱨᱤᱜᱮᱥᱚᱱ ᱠᱚ ᱵᱮᱵᱷᱟᱨ ᱮᱫᱟ, ᱚᱠᱚᱭ ᱰᱨᱤᱯ ᱤᱨᱤᱜᱮᱥᱚᱱ ᱠᱚ ᱵᱮᱵᱷᱟᱨ ᱮᱫᱟ, ᱚᱠᱚᱭ ᱥᱯᱨᱤᱝᱠᱞᱟᱨ ᱠᱚ ᱵᱮᱵᱷᱟᱨ ᱮᱫᱟ"
"Every Sunday this program starts in the morning and goes down until noon. This work is reduced to waste, closing the walls, and creating Articles.","परतयक रववर क यह करयकरम सबह शर हत ह और दपहर तक चलत ह इस करय म कचर त हटय ह जत ह, दवर पर painting और Artistic Sketches बनन क कम भ हत ह","ᱡᱟᱣ ᱥᱤᱸᱜᱮ ᱢᱟᱦᱟᱸ ᱦᱤᱞᱚᱜ ᱱᱚᱶᱟ ᱠᱟᱹᱢᱤᱦᱚᱨᱟ ᱥᱮᱛᱟᱜ ᱨᱮ ᱮᱦᱚᱵᱚᱜᱼᱟ ᱟᱨ ᱛᱤᱠᱤᱱ ᱦᱟᱹᱵᱤᱡ ᱪᱟᱞᱟᱜᱼᱟ ᱱᱚᱣᱟ ᱠᱟᱹᱢᱤᱦᱚᱨᱟ ᱨᱮ ᱫᱚ ᱟᱞᱜᱟ ᱠᱚ ᱚᱪᱚᱜ ᱜᱮᱭᱟ, ᱵᱷᱤᱛ ᱨᱮ ᱪᱤᱛᱟᱹᱨ ᱵᱮᱱᱟᱣ ᱟᱨ ᱠᱟᱹᱨᱤᱜᱚᱞ ᱪᱤᱛᱟᱹᱨ ᱵᱮᱱᱟᱣ ᱨᱮᱭᱟᱜ ᱠᱟᱹᱢᱤ ᱦᱚᱸ ᱢᱮᱱᱟᱜᱼᱟ"
"Who when you plan to have weather information about your farming, you have to suffer less damage and get more production?","कसन जब मसम क जनकर लकर अपन खत क यजन बनत ह, त उनह कम नकसन झलन पडत ह और उतपदन अधक मलत ह","ᱪᱟᱹᱥᱤ ᱠᱚ ᱡᱚᱠᱷᱚᱱ ᱦᱚᱭᱦᱤᱥᱤᱫ ᱨᱮᱭᱟᱜ ᱛᱚᱛᱛᱷᱚ ᱦᱟᱛᱟᱣ ᱠᱟᱛᱮ ᱟᱠᱚᱣᱟᱜ ᱪᱟᱥ ᱨᱮᱭᱟᱜ ᱠᱚ ᱩᱭᱦᱟᱹᱨ ᱵᱷᱟᱵᱽᱱᱟᱭᱟ, ᱩᱱ ᱫᱚ ᱠᱚᱢ ᱠᱷᱩᱛᱤ ᱠᱚ ᱥᱟᱢᱟᱝ ᱫᱟᱯᱨᱟᱢᱚᱜᱼᱟ ᱟᱨ ᱟᱨᱡᱟᱣ ᱠᱚ ᱰᱷᱮᱨᱚᱜᱼᱟ"
People of this native community never got a solid house.,इस आदवस समज क लग क कभ पकक मकन नह मल,ᱱᱚᱶᱟ ᱟᱹᱫᱤᱵᱟᱹᱥᱤ ᱥᱟᱶᱛᱟ ᱨᱮᱱ ᱦᱚᱲ ᱠᱚ ᱛᱤᱥ ᱦᱚᱸ ᱯᱟᱠᱟ ᱚᱲᱟᱜ ᱵᱟᱝ ᱠᱚ ᱧᱟᱢ ᱟᱠᱟᱫᱟ
"So we should have our national duty, the honor of workers, the honour of workers, the honor of our national duties.","इसलए डगनट ऑफ लबर, शरमक क सममन, शरमक क गरव, य हमर रषटरय करतवय हन चहए, यह हमर रषटरय सवभव हन चहए","ᱚᱱᱟ ᱞᱮᱠᱟᱛᱮ ᱠᱟᱹᱢᱤ ᱨᱮᱭᱟᱜ ᱢᱟᱹᱱ, ᱠᱟᱹᱢᱤᱤᱭᱟᱹ ᱠᱚᱣᱟᱜ ᱢᱟᱹᱱ, ᱠᱟᱹᱢᱤᱤᱭᱟᱹ ᱠᱚᱣᱟᱜ ᱜᱚᱨᱚᱵ, ᱱᱚᱶᱟ ᱠᱚᱫᱚ ᱟᱢᱟᱜ ᱡᱟᱹᱛᱤᱭᱟᱹᱨᱤ ᱠᱟᱹᱢᱤ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ, ᱱᱚᱶᱟ ᱫᱚ ᱟᱢᱟᱜ ᱡᱟᱹᱛᱤᱭᱟᱹᱨᱤ ᱪᱩᱨᱤᱛ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ"
"Farmers use biological fins and glaciers to maintain a balanced level of food elements in the ground, as well.",कसन खत म खरपतवर हटन क सथसथ मटट म पषक ततव क सतलत सतर बनए रखन क लए जवक खद और उरवरक क उपयग करत ह,ᱪᱟᱹᱥᱤ ᱠᱚ ᱵᱟᱹᱫ ᱨᱮ ᱟᱲᱟᱜ ᱚᱪᱚᱜ ᱞᱟᱹᱜᱤᱫ ᱟᱨ ᱦᱟᱥᱟ ᱨᱮ ᱯᱩᱥᱴᱤ ᱨᱮᱭᱟᱜ ᱥᱚᱢᱟᱱ ᱢᱟᱛᱨᱟ ᱫᱚᱦᱚᱭ ᱞᱟᱹᱜᱤᱫ ᱡᱳᱭᱵᱚ ᱥᱟᱨ ᱟᱨ ᱥᱟᱨ ᱠᱚ ᱵᱮᱣᱦᱟᱨᱟ
"What can be done to cut down crops of cane cane cane and get it to sugar, which strengthens the financial state of the village.","कसन गनन क फसल कटकर टरल म भरत ह और उस चन मल तक पहचत ह, जसस गव क आरथक सथत मजबत हत ह","ᱪᱟᱹᱥᱤ ᱠᱚ ᱟᱺᱠᱷ ᱪᱟᱥ ᱠᱟᱛᱮ ᱴᱨᱚᱞᱤ ᱨᱮ ᱯᱮᱨᱮᱡ ᱠᱟᱛᱮ ᱪᱤᱱᱤ ᱢᱤᱞ ᱨᱮᱠᱚ ᱥᱮᱴᱮᱨᱟ, ᱡᱟᱦᱟᱸ ᱫᱚ ᱟᱹᱛᱩ ᱨᱮᱭᱟᱜ ᱠᱟᱹᱣᱰᱤ ᱟᱹᱨᱤ ᱦᱟᱞᱚᱛ ᱠᱚ ᱠᱮᱴᱮᱡᱼᱟ"
The aliens have a importion for you.,बरक आपक लय एक question ह,ᱵᱚᱨᱟᱠ ᱟᱹᱵᱤᱱ ᱞᱟᱹᱜᱤᱫ ᱢᱤᱫᱴᱟᱹᱝ ᱠᱩᱠᱞᱤ ᱢᱮᱱᱟᱜᱼᱟ
"And when he was commanded to be glad, he went over the four winds.",महरष क आजञ पकर चर शषय चर दशओ म चल दए,ᱢᱟᱨᱟᱝ ᱢᱩᱱᱤᱭᱟᱜ ᱦᱩᱠᱩᱢ ᱧᱟᱢ ᱠᱟᱛᱮ ᱯᱩᱱᱤᱭᱟᱹ ᱪᱮᱞᱟ ᱫᱚ ᱯᱩᱱ ᱥᱮᱦᱮᱫ ᱛᱮ ᱠᱚ ᱪᱟᱞᱟᱣ ᱮᱱᱟ
Modern India and crew rights.,आधनक भरत व दलत अधकर.,ᱱᱟᱦᱟᱜ ᱥᱤᱧᱚᱛ ᱟᱨ ᱥᱤᱧᱚᱛᱤᱭᱟ.
"The programs focus on the program was the Mr.Pupupupems, member of the national tribe commission, as the main guest.",करयकरम क अधयकषत रषटरय अनसचत जनजत आयग क सदसय शर नरपम चकम न मखय अतथ क रप म क,ᱠᱟᱹᱢᱤᱦᱚᱨᱟ ᱨᱮ ᱢᱩᱬᱩᱫ ᱯᱮᱲᱟ ᱞᱮᱠᱟᱛᱮ ᱥᱮᱞᱮᱫ ᱞᱮᱱᱟᱭ ᱡᱟᱹᱛᱤᱭᱟᱹᱨᱤ ᱛᱚᱯᱚᱥᱤᱞᱤ ᱩᱯᱚᱡᱟᱹᱛᱤ ᱠᱚᱢᱤᱥᱚᱱ ᱨᱮᱱ ᱨᱟᱹᱥᱤᱭᱟᱹ ᱢᱟᱱ ᱱᱤᱨᱩᱯᱚᱢ ᱪᱟᱠᱢᱟ
Hundreds of thousands of people from the country have already transgressed the laws.,अब तक दश क सकड पर न कनन क समपत कय ज चक ह,ᱱᱤᱛ ᱦᱟᱹᱵᱤᱡ ᱫᱤᱥᱚᱢ ᱨᱮᱱ ᱥᱟᱭ ᱥᱟᱭ ᱟᱹᱫᱤᱵᱟᱹᱥᱤ ᱟᱹᱱ ᱠᱚ ᱢᱩᱪᱟᱹᱫ ᱟᱠᱟᱫᱟ
"In a very generous and peaceful personal life on the veil, the villain showed himself to be a generous man and a loving man in his own life. The Amijana said in an interview that the Amazon was a very kind man, always ready for the help of others, if the film had a lack of money, would help or wouldnt take their wages.","परद पर खलनयक क तवर दखन वल अमजद नज जवन म बहद दरयदल और शत परय इसन थ अमतभ बचचन न एक सकषतकर म बतय थ क अमजद बहत दयल इसन थ हमश दसर क मदद क तयर रहत थ यद फलम नरमत क पस पस क कम दखत, त उसक मदद कर दत य फर अपन परशरमक नह लत थ उनह नएनए चटकल बनकर सनन क बहद शक थ अमतभ क व अकसर फन कर लतफ सनय करत थ",ᱯᱚᱨᱫᱟ ᱨᱮ ᱵᱷᱤᱞᱮᱱ ᱪᱩᱨᱤᱛ ᱨᱮ ᱚᱵᱷᱤᱱᱚᱭ ᱟᱠᱟᱫ ᱚᱢᱡᱟᱫ ᱟᱡᱟᱜ ᱡᱤᱭᱚᱱ ᱨᱮ ᱟᱹᱰᱤ ᱫᱟᱭᱟ ᱫᱩᱞᱟᱹᱲᱤᱭᱟᱹ ᱟᱨ ᱥᱩᱞᱩᱠ ᱫᱩᱞᱟᱹᱲᱤᱭᱟᱹ ᱦᱚᱲ ᱮ ᱛᱟᱸᱦᱮ ᱠᱟᱱᱟ ᱚᱢᱤᱛᱟᱵᱷ ᱵᱚᱪᱪᱚᱱ ᱢᱤᱫ ᱧᱮᱯᱮᱞ ᱨᱮ ᱞᱟᱹᱭ ᱞᱮᱫᱟᱭ ᱡᱮ ᱚᱢᱡᱟᱫ ᱫᱚ ᱟᱹᱰᱤ ᱫᱟᱭᱟ ᱟᱱ ᱦᱚᱲ ᱮ ᱛᱟᱸᱦᱮ ᱠᱟᱱᱟ ᱩᱱᱤ ᱫᱚ ᱥᱟᱨᱟ ᱜᱷᱟᱹᱲᱤ ᱜᱮ ᱮᱴᱟᱜ ᱠᱚᱣᱟᱜ ᱜᱚᱲᱚ ᱞᱟᱹᱜᱤᱫ ᱮ ᱥᱟᱯᱲᱟᱣ ᱛᱟᱸᱦᱮ ᱠᱟᱱᱟ ᱡᱩᱫᱤ ᱢᱤᱫ ᱯᱷᱤᱞᱤᱢ ᱢᱮᱠᱟᱨ ᱴᱷᱮᱱ ᱴᱟᱠᱟ ᱨᱮᱱᱟᱜ ᱟᱱᱟᱴ ᱧᱮᱞ ᱧᱟᱢᱚᱜ ᱠᱷᱟᱱ ᱩᱱᱤ ᱫᱚ ᱜᱚᱲᱚ ᱠᱚ ᱮᱢᱟ ᱫᱮᱭᱟ ᱟᱨᱵᱟᱝ ᱟᱡᱟᱜ ᱠᱩᱲᱟᱹᱭ ᱵᱟᱭ ᱦᱟᱛᱟᱣ ᱛᱟᱸᱦᱮᱫ ᱩᱱᱤ ᱫᱚ ᱱᱟᱶᱟ ᱱᱟᱶᱟ ᱞᱟᱸᱫᱟ ᱨᱚᱲ ᱟᱸᱡᱚᱢ ᱮ ᱠᱩᱥᱤᱭᱟᱜ ᱠᱟᱱ ᱛᱟᱸᱦᱮᱫ ᱚᱢᱤᱛᱟᱵᱷ ᱫᱚ ᱜᱷᱟᱱᱮ ᱜᱮ ᱯᱷᱳᱱ ᱠᱟᱛᱮ ᱞᱚᱛᱤᱯᱷᱮ ᱞᱟᱹᱭ ᱟᱫᱮ ᱛᱟᱸᱦᱮᱫ
"The village country today is doing a map through every house, every land, every land in the drones.","आज गवगव हर एक घर क, हर जमन क, डरन क जरए मपग ह रह ह","ᱛᱮᱦᱮᱧ ᱟᱹᱛᱩ ᱟᱹᱛᱩ ᱨᱮ ᱡᱚᱛᱚ ᱚᱲᱟᱜ ᱨᱮᱭᱟᱜ, ᱡᱚᱛᱚ ᱡᱟᱭᱜᱟ ᱨᱮᱭᱟᱜ, ᱰᱨᱳᱱ ᱦᱚᱛᱮᱛᱮ ᱢᱮᱯᱤᱝ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ"
"Its much more sale when anthony advertises your products, if its more.","कसन जब मड म अपन उतपद क वजञपन करत ह, त बकर अधक हत ह","ᱪᱟᱹᱥᱤ ᱠᱚ ᱡᱚᱠᱷᱚᱱ ᱢᱟᱱᱰᱤ ᱨᱮ ᱟᱠᱚᱣᱟᱜ ᱟᱨᱡᱟᱣ ᱨᱮᱭᱟᱜ ᱠᱚ ᱵᱤᱪᱷᱱᱟᱹᱣᱟ, ᱛᱚᱠᱷᱚᱱ ᱟᱹᱠᱷᱨᱤᱧ ᱰᱷᱮᱨᱚᱜᱼᱟ"
Regular vaccines and care are needed in the wild because the spread of disease can result in a loss of milk and serious effects on the health of animals.,पशपलन म नयमत टककरण और दखभल आवशयक ह कयक बमरय फलन पर दध उतपदन घट सकत ह और पशओ क सवसथय पर गभर असर पड सकत ह,"ᱡᱤᱭᱟᱹᱞᱤ ᱟᱹᱥᱩᱞ ᱨᱮ ᱫᱤᱱᱟᱹᱢ ᱴᱤᱠᱟ ᱮᱢ ᱟᱨ ᱡᱚᱛᱚᱱ ᱞᱟᱹᱠᱛᱤ, ᱪᱮᱫᱟᱜ ᱥᱮ ᱟᱡᱟᱨ ᱯᱟᱥᱱᱟᱣ ᱞᱮᱱᱠᱷᱟᱱ ᱛᱳᱣᱟ ᱟᱨᱡᱟᱣ ᱠᱚᱢ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ ᱟᱨ ᱡᱤᱭᱟᱹᱞᱤᱠᱚᱣᱟᱜ ᱦᱚᱲᱢᱚ ᱨᱮ ᱜᱟᱹᱦᱤᱨ ᱮᱥᱮᱨ ᱯᱟᱲᱟᱣ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ"
In summer the elephants can be seen in hundreds of flocks.,गरमय म हथय क सकड क झड म दख ज सकत ह,ᱥᱤᱛᱩᱝ ᱫᱤᱱ ᱨᱮ ᱥᱟᱭ ᱥᱟᱭ ᱜᱟᱱ ᱜᱟᱫᱮᱞ ᱨᱮ ᱦᱟᱹᱛᱤ ᱠᱚ ᱧᱮᱞ ᱧᱟᱢᱚᱜᱼᱟ
They set before the frontiers of the police administration in full view of the opportunity.,उनहन मक क पर बयर दत हए पलस परशसन क बरबरत क सदन क समकष रख,ᱩᱱᱤ ᱫᱚ ᱴᱷᱟᱶ ᱨᱮᱭᱟᱜ ᱥᱟᱱᱟᱢ ᱠᱟᱛᱷᱟ ᱞᱟᱹᱭ ᱠᱟᱛᱮ ᱚᱲᱟᱜ ᱴᱷᱮᱱ ᱯᱩᱞᱤᱥ ᱥᱚᱨᱠᱟᱨ ᱟᱜ ᱞᱟᱹᱞᱤᱥ ᱮ ᱞᱟᱹᱭ ᱥᱚᱫᱚᱨ ᱞᱮᱫᱟ
"Their experience, and their zeal, the work of the people.","उनक अनभव, और उनक जश, दश क कम आएग","ᱩᱱᱠᱩᱭᱟᱜ ᱠᱟᱛᱷᱟ, ᱟᱨ ᱩᱱᱠᱩᱭᱟᱜ ᱫᱟᱲᱮ, ᱫᱤᱥᱚᱢ ᱞᱟᱹᱜᱤᱫ ᱠᱟᱹᱢᱤ ᱨᱮ ᱦᱮᱡᱚᱜᱼᱟ"
The formulas explained that the tracks in Cran and Klalalave have become hot and the trains are moving quickly.,सतर न बतय क सयन और करल इलक म पटरय पर जलभरव ह गय ह और टरन दर स चल रह ह,"ᱥᱩᱛᱨᱚ ᱠᱚ ᱵᱟᱰᱟᱭ ᱦᱚᱪᱚ ᱟᱠᱟᱫᱟ ᱡᱮ, ᱥᱤᱭᱚᱱ ᱟᱨ ᱠᱩᱨᱞᱟ ᱴᱚᱴᱷᱟ ᱨᱮ ᱴᱨᱮᱠ ᱨᱮ ᱫᱟᱜ ᱡᱚᱢ ᱟᱠᱟᱱᱟ ᱟᱨ ᱴᱨᱮᱱ ᱠᱚ ᱵᱤᱞᱚᱢ ᱟᱠᱟᱱᱟ"
Think the pentie on playing with more players on the field.,मदन पर अधक खलडय क सथ खलन पर पनलट लगत ह,ᱜᱚᱰᱟ ᱨᱮ ᱡᱟᱹᱥᱛᱤ ᱠᱷᱮᱞᱚᱸᱰᱤᱭᱟᱹ ᱠᱚ ᱥᱟᱞᱟᱜ ᱠᱷᱮᱞᱚᱸᱰ ᱞᱮᱠᱷᱟᱱ ᱯᱮᱱᱟᱞᱴᱤ ᱦᱩᱭᱩᱜᱼᱟ
Theres no patience with those who live now.,आजकल बचच म धरय नह ह,ᱱᱟᱦᱟᱜ ᱜᱤᱫᱽᱨᱟᱹ ᱠᱚ ᱴᱷᱮᱱ ᱫᱷᱚᱨᱡᱚ ᱵᱟᱹᱱᱩᱜᱼᱟ
It was used to loose the soil for harvesting in the farm so that it could easily grow and produce more crops.,खत म आल क फसल क लए मटट क ढल रखन क कम कय गय तक कद आसन स वकसत ह सक और पदवर अधक मल,ᱵᱟᱹᱫᱽ ᱨᱮ ᱟᱞᱩ ᱪᱟᱥ ᱞᱟᱹᱜᱤᱫ ᱦᱟᱥᱟ ᱟᱞᱜᱟ ᱫᱚᱦᱚ ᱨᱮᱭᱟᱜ ᱠᱟᱹᱢᱤ ᱦᱩᱭ ᱞᱮᱱᱟ ᱡᱟᱦᱟᱸᱛᱮ ᱟᱞᱜᱟᱛᱮ ᱠᱚᱸᱰᱟ ᱠᱚ ᱩᱛᱱᱟᱹᱣ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ ᱟᱨ ᱟᱨᱡᱟᱣ ᱰᱷᱮᱨ ᱧᱟᱢ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ
"New machines in the farm increase the speed of work, and farmers are able to do other necessary jobs in time.",खत म नई मशन लगन स कम क गत बढत ह और कसन समय पर अनय जरर करय कर पत ह,ᱵᱟᱹᱫ ᱨᱮ ᱱᱟᱶᱟ ᱢᱮᱥᱤᱱ ᱞᱟᱜᱟᱣ ᱞᱮᱠᱷᱟᱱ ᱠᱟᱹᱢᱤ ᱨᱮᱭᱟᱜ ᱜᱚᱛᱤ ᱵᱟᱹᱲᱛᱤᱜᱼᱟ ᱟᱨ ᱪᱟᱹᱥᱤ ᱠᱚ ᱚᱠᱛᱚ ᱨᱮ ᱮᱴᱟᱜ ᱞᱟᱹᱠᱛᱤᱭᱟᱱ ᱠᱟᱹᱢᱤ ᱠᱚ ᱠᱚᱨᱟᱣ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ
"Modern shopping malls are also found in the city. Dubai free of charge, which is at the Swiss International airport, provides a variety of products for international passengers who use international airports.","आधनक शपग मल और बटक भ शहर म पए जत ह . दबई डयट मकत ज दबई अतररषटरय हवई अडड म ह नशलक बहरषटरय यतर ज दबई अतररषटरय हवई अडड क इसतमल करत ह, उनक अनक उतपद परदन करत ह","ᱱᱟᱦᱟᱜ ᱥᱚᱯᱤᱝ ᱢᱚᱞ ᱟᱨ ᱵᱳᱴᱤᱠ ᱠᱚᱦᱚᱸ ᱱᱚᱣᱟ ᱥᱟᱦᱟᱨ ᱨᱮ ᱧᱟᱢᱚᱜᱼᱟ ᱫᱩᱵᱟᱭ ᱰᱤᱣᱩᱴᱤ ᱯᱷᱨᱤ ᱡᱟᱸᱦᱟ ᱫᱚ ᱫᱩᱵᱟᱭ ᱡᱮᱜᱮᱛᱟᱹᱨᱤ ᱩᱰᱟᱹᱱ ᱟᱰᱟ ᱨᱮ ᱢᱮᱱᱟᱜᱼᱟ, ᱫᱩᱵᱟᱭ ᱡᱮᱜᱮᱛᱟᱹᱨᱤ ᱩᱰᱟᱹᱱ ᱟᱰᱟ ᱨᱮᱱᱟᱜ ᱵᱮᱵᱷᱟᱨ ᱠᱚ ᱟᱭᱢᱟ ᱞᱮᱠᱟᱱ ᱡᱤᱱᱤᱥ ᱠᱚ ᱵᱤᱱ ᱜᱚᱱᱚᱝ ᱛᱮ ᱮᱢᱚᱜᱼᱟ"
"Not in the north country of Hong Kong, Hong Kong is a cultural experience for the locals and traditional fortresses in the lake festival.",उततरखड म ननतल झल महतसव म लकमडल और परपरक गढवल वयजन मलकर ससकतक आनद दत ह,ᱩᱛᱛᱚᱨᱟᱠᱷᱚᱱᱰ ᱨᱮᱭᱟᱜ ᱱᱳᱭᱱᱤᱛᱟᱞ ᱫᱟᱨᱦᱟ ᱯᱚᱨᱚᱵᱽ ᱨᱮ ᱦᱚᱲ ᱜᱟᱫᱮᱞ ᱟᱨ ᱥᱮᱨᱣᱟ ᱟᱱᱟᱜ ᱜᱟᱲᱳᱣᱟᱞᱤ ᱡᱚᱢᱟᱜ ᱢᱤᱫ ᱥᱟᱶᱛᱮ ᱞᱟᱠᱪᱟᱨ ᱨᱟᱹᱥᱠᱟᱹ ᱮᱢᱟ
There are also American and European businesses in the foreign customers who run the chain of stores.,"कमज क वदश गरहक म अमरक और यरप क ऐस वयवसय भ ह, ज सटरस क शरखल चलत ह","ᱥᱤᱨᱤᱡᱽ ᱨᱮᱭᱟᱜ ᱵᱟᱦᱨᱮ ᱠᱟᱹᱣᱰᱤᱟᱹᱨᱤ ᱨᱮ ᱟᱢᱮᱨᱤᱠᱟ ᱟᱨ ᱤᱣᱨᱳᱯ ᱨᱮᱱ ᱠᱟᱹᱣᱰᱤᱟᱹᱨᱤ ᱦᱚᱸ ᱥᱮᱞᱮᱫ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ, ᱚᱠᱚᱭ ᱫᱚ ᱥᱴᱳᱨᱥ ᱨᱮᱭᱟᱜ ᱪᱮᱱᱮᱞ ᱠᱚ ᱪᱟᱞᱟᱣ ᱟᱠᱚᱣᱟ"
"On this occasion, the railway minister was present with the Amazon Andrey and Dr.",इस मक पर अमत शह क सथ रल मतर पयष गयल और ड. हरषवरधन भ मजद थ.,"ᱱᱚᱶᱟ ᱴᱷᱟᱶ ᱨᱮ, ᱚᱢᱤᱛ ᱥᱟᱦᱚ ᱥᱟᱶᱛᱮ ᱨᱮᱞ ᱢᱚᱱᱛᱨᱤ ᱯᱤᱭᱩᱥ ᱜᱳᱭᱮᱞ ᱟᱨ ᱰᱚᱠᱴᱚᱨ ᱦᱚᱨᱥ ᱵᱚᱨᱫᱷᱚᱱ ᱦᱚᱸ ᱥᱮᱞᱮᱫ ᱞᱮᱱᱟᱭ"
