English,Hindi,Mundari
You will definitely be impressed by the results of the Aatmanirbhar App Innovation Challenge.,आत्मनिर्भर app innovation challenge के results देखकर आप ज़रूर प्रभावित होंगे |,आत्मनिर्भरapp innovation challenge रेया रिजल्ट लेल केयाते अपे जरूड़ सुकुआपे।
Odisha has both traditional vegetarian and non-vegetarian food specialties.,ओडिशा में पारंपरिक शाकाहारी और मांसाहारी भोजन दोनों की विशेषता है।,ओड़िसा रे पारंपरिक अड़अः जोमेअः ओड़ोः जिलु जोमेअः बरनाः रअः बिसेसता मेनअः।
Call or visit the industry and tell them you are unhappy with the product or service.,उस उद्योग को कॉल करें या वहाँ जाएँ और उन्हें बताएँ कि आप उत्पाद या सेवा से नाखुश हैं।,एन उद्योग के कॉलएपे कारेदो एनतअः सेनोःपे ओड़ोः उदुबकोपे चि अम उत्पाद कारेदो सेवा ते काम सुकु तना।
I have seen this incident with my own eyes.,मैंने इस घटना को अपनी आंखों से देखा है।,एन घटना टा आपन मेद्तेञ लेलअकदा।
A. The balance of birds is more pronounced in the Dhurma story of Sonsobonga.,क. धूर्म कहानीयॉ- सोंसोबोंगा मे चिड़ियों का सन्तुलन वर्णन अधिक मिलता है।,क) धोरोम कानि (सुष्टिकथा) सिरजन कानि - सोसोबोंगा कानि रे चेंड़े कोआ पुराः बरनिका मेना।
Durga - Not a daughter.,दुरगा - नहीं बेटी।,"दुरगा - का, मई।"
"Hurdid. Hurdalo: do, inkid. Butilen ta: regge, lo'djante, mi'djulatan arkata uyujana; inkid. Kakid. Or perkajenredokid. lo'djana hond.","हुड़िड. हेड़ालोःदो, इनकिड. बटिलेन तअः रेगे, लो‘द्जनते, मिअद् जुलतन अरकटा उयुःजना; इनकिड. काकिड. ओर परकाजनरेदोकिड. लो‘जना होनड.।",322
They will not be able to sustain their life even if they eat the soil as food.,वे लोग मिट्टी को खाना जैसा खाने पर भी उनका जीवन निर्वाह नहीं होगा।,"इनकुदा, हसागे मनाडिलेकाको जोमेरेओ काको अुसलोअ।"
He started talking like a boy.,लड़को कि तरह अनेक प्रकार कि बाते करने लगे।,हटि कुटि कोड़ा को जगर बंकड़ा लेकान जगर को जगर जदा।
"Bandua-tau, we will finish cutting tomorrow, maybe, only in one of the holes we sowed, there will be a ganja in the barn, not more than that.","बन्डुआ-ताउ, हमलोग कल काट के समाप्त करेंगे शायद, केवल एक गोड़ा में ही हमलोगों ने बोया था, खलिहान में एक गांज होगा, इससे अधिेक नहीं।","बनडुअ - अलेदो, कुकु गपाले इर चबाएअ जाअः मिअद गोड़ारे बारिले हेरअना; कोलोम कोरे मिद पड़ोए होबओअ; पुरअःदो का।"
It is,यह है,नेअः तनाः
"I have 10 acres of land, cultivate only once a year.","मेरी 10 एकड़ जमीन है, साल में एक ही बार खेती करते हैं।","अञः गेल एकड़ ओते मेनः, मिद् सिरिमा रे मिसा गेञ् चासा जदा।"
Rasool - I have not heard any kind of relationship.,रसोअल- मैंने किसी प्रकार का नाता नहीं सुना है।,रसोअल-अइङदो जेतन नता काइङ अयुमअकदा।
"For example, the vines of Amarabel are visible but not found when searching for its root.",जैसे कि अमरबेल की लताएँ तो दिखती हैं किंतु उसके जड़ को खोजने पर नहीं मिलती है।,चिल्का रोअंड़ा रअ: नाड़ि दो लेलो: अ मेन्दो बुटा दंड़ाए रे दो का नमोः अ।
The rise of populism,जनराष्ट्रवाद का उदय,होड़ोकोअः राष्ट्र्वाद रेअः तुरो
You are asking questions over and over again.,बार-बार पूछने में लगे हुए हो।,बेतेड़े-बेतेड़े कुलिः लागाव तादा।
"Within a few days, Thakur Vishwanath Shahdeo declared Ranchi free from the occupation of the Company government.",कुछ ही दिनों में ठाकुर विश्वनाथ शाहदेव ने रांची को कंपनी सरकार के कब्जे से मुक्त घोषित कर दिया।,हुड़िङ दिन तयोम ते महाराजा ठाकुर विश्वनाथ शाहदेव रांची के कंपनी सरकारअ तीः आते हल उड़ुङ केदा।
That the man who saves this girl from the demon will be given half the kingdom.,कि जो आदमी राक्षस के मुॅंह से इस लड़की को बचा देगा उसे आधा राज-पाट दे दिया जाएगा।,अगर ने कुड़ी होन ओकोए रगोसा तेएहार दुगिया तोबे अञ इनी तरा दिशुमेञ अीमाइया मेनतेएकजि केदा।
"But I urge all such families today, when the country is celebrating 75 years of independence, when so many great men have sacrificed their lives for the country, then do you not want your children to understand the nuances of our country?","लेकिन मैं आज ऐसे सभी परिवारों से आग्रह करता हूं, देश के लिए जब देश आजादी का 75 साल मना रहा है, देश के लिए इतने महापुरुषों ने बलिदान दिए हैं तब, जिंदगी खपा दी है तब क्‍या आप नहीं चाहते हैं कि आपकी संतान भी हमारे देश की बारीकियों को समझे।","मेन्दो तिसिङ अञं सोबेन ओड़अः  होड़ो कोलोःते अरजी तना, दिसुम रेअः मेन्ते जब दिसुम रनाड़ा रेअः 75 सिरमा मनातिङोः तना, दिसुम रेअः मेन्ते इमिन होड़ो को दंडे़न जना चि सोबेन जिंदगी एन रेगेको बितव केदा तोबे चिआ अपे कपे सनङ तना चि अपेअः होन कोयो नेलेकन दिसुम रेअः मेन्ते बुगि लेका कोको बुजाव: का।"
"Madhya Pradesh has a rich cultural heritage, with special dishes that are very tasty.","मध्य प्रदेश की सांस्कृतिक विरासत बहुत समृद्ध है, जहाँ की खास डिश बहुत स्वादिष्ट होती है।",मध्य प्रदेश रअः संसकिर बिरासत इसु किसाङ मेनअः एनतअः रअः खास जोमेआः को इसु सिबिल तइना।
"Hearing this, Konda shouted again ""Save! Save! Save!""","यह सुनकर, कोन्डा फिर से चिल्लाया ‘‘बचाओ ! बचाओ ! बचाओ !’’","चिनिः नमकेद्मेअ ?” ओड़ोःगे कोनडा ककलाकेदा, “बोदेअ ! बोदेअ ! बोदेअ !”"
He claimed to have planted bombs in the school compound and in his house.,उसने दावा किया कि उसने स्कूल परिसर में और अपने घर में बम लगाया है।,इनिः दावा केदए चि इनिः इतुसइ रचा रे ओड़ोः अयअः ओड़अः रे बम तिंगु तदा।
"The bicycle slowed down a bit on reaching the tree and it seemed that the man was about to park the bicycle, but he did not stop.","पेड़ तक पहुँचने पर साइकिल कुछ धीमी हुई और लगा की वह आदमी साइकिल खड़ी करने वाला ही है, लेकिन वह रूका नहीं।","दारु ता: तेबा लेद चि साइकाल माड़ी नोः जाना। नेः गेः तिंगुइआ मेनेगे आटाकार लेना, मेनदो काएः तिंगुन जान गेआ।"
"The traditional costumes of Ladakh are very attractive, although the cuisine is preferred throughout the country.","लद्दाख की पारंपरिक पोशाकें बहुत आकर्षक होती हैं, हालांकि का खाना देशभर में पसंद किया जाता है।","लद्दाख रअः ससंकिर तुसिङ को इसु लेल सुगड़ा मेनअः, मेनदो इसुपुराः जोमेआ को गोटा दिसुम रेको सुकुआ।"
"Land property is an object of purchase and sale to another, making its laws.",“जमीन जायदाद” तो एक अन्य के पास क्रय - विक्रय की वस्तु है इसके कानून बना रहे हैं।,“ओते हसा” दो मियद एटअः निः तअः रे किरिङ-अकरिङए रअः चीज तनअः मेनते कानून को बइए तना।
Three Munda men lived in the kingdom of one king.,एक राजा के राज्य में तीन मुण्डा आदमी रहते थे।,मिअद् राजाअः राइज रे अपि होड़ो होड़ोको तइकेना।
The body or soul of the person is thus isolated from the munda goshti.,इस प्रकार उस व्यक्ति के शरीर या आत्मा को मुंडा गोष्टी से अलग-थलग कर दिया जाता है।,नेयअते एन होडो होडम लेकाते चा रोआ लेकाते मुंडा गोटएते हिगड उतराकन तयअ उदुबो: तन।।
You might also consider having Francis work with it.,आप इसके साथ ही फ्रांसिस काम करने का भी विचार कर सकते हैं।,आम नेआः लोः मिसाते फ्रांसिस कमि रआःओम उड़ुः दाड़िआः।
"Overriding other laws. - Except as otherwise provided in this Act, the provisions of this Act shall have effect notwithstanding anything inconsistent therewith contained in any other law for the time being in force or in any custom or practice or in any instrument having effect by virtue of any other law.","20.अधिनियम का अन्य विधियों पर अध्यारोही होना- इस अधिनियम में जैसा अन्यथा उपबंधित है उसके सिवाय, इस अधिनियम के उपबंध, तत्समय प्रवृत किसी अन्य विधि या किसी रूढ़ि या प्रथा या किसी अन्य विधि के आधार पर प्रभाव रखने वाले किसी लिखत में उससे असंगत किसी बात के होते हुए भी, प्रभावी होंगे।","20 अधिनियम रेआ एटा विधि कोरे अध्यारोही होबाओ - ने अधिनियम रे चिलका एटअः उपबंधित मेना, एना बागे केयाते, ने अधिनियम रेआ उपबंध, तत्समय रिका तद एटा विधि चा जान रूढ़ि चा प्रथा चा जान एटा विधिआ आधार रे प्रभाव टोगो जान ओनोल रे बिनगा जान काजि ताइनो रेओ, प्रभावी होबाओआ।"
I look forward to reuniting with you next month.,मैं अगले महीने आपके साथ फिर से जुडने की प्रतीक्षा कर रहा हूँ।,अइञ हिजु चण्डु अपे लोओ ते ओड़ोः मिसा जुड़अन मेनते तंगि तना।
Is there any monthly SIP payment that I have to make in February?,क्या कोई मासिक SIP भुगतान है जो मुझे फरवरी में करना है?,चनअः जान चण्डुः रअः एस विरिद मेनअः ओकोअ अइङ के फरवरी रे रिका मेनअः?
Loko - I am thinking the same thing.,लको-यह बात मैं भी ऐसा ही विचार कर रहा हॅू।,लको -एना कजि अइड.ओ एनकागेड. बिचारजदा।
"The notes then shot arrows into the bushes, making holes in their bends.","इसके बाद झाड़ियों के बारी में छिद्र बनाकर नोटों ने तीर चलाया,","एनतेदो जटा पोंकाकेद्ते, नोटो ततुइङकिःअ।"
This Amrit Mahotsav of independence will continue like this next year - further strengthening the foundation of Amrit Kaal.,आजादी का ये अमृत महोत्सव अभी अगले साल भी ऐसे ही चलेगा – अमृतकाल की नींव को और मजबूत करेगा|,रनाड़ा रेअः नेअः अमृत नेग हिजुः तन सिरमा रेओ। नेकागे सेसेनाः अमृत बेड़ा रेअः नींवओ ओड़ो गे पोकोतोवा।
"""To improve and expand the country's transport network, new projects and schemes are being launched.""","""देश के परिवहन नेटवर्क को सुधारने और विस्तार करने के लिए, नई परियोजनाएं और योजनाएं शुरू की जा रही हैं।""","दिसुम रअः यातायात नेटवर्क के सुधार ओड़ोः विस्तार मेनते, नवा परियोजना ओड़ोः योजना को एटेः जोओ तना। """
"To change this scenario, the government introduced the Pradhan Mantri Mudra Yojana and the Mudra Bank.",इस परिदृश्य को बदलने के लिए सरकार ने प्रधानमंत्री मुद्रा योजना और मुद्रा बैंक की शुरुआत की।,ने लेकन दसा को बदलि मेनते सरकार प्रधानमंत्री मुद्रा योजना ओड़ोः मुद्रा बैंक एटेः केदा।
I am very happy to see that the campaign to plant trees in memory or in honor of Mother is progressing rapidly. People are sharing pictures of planting trees with their mother or with her photo on social media.,मुझे ये देखकर बहुत खुशी है कि माँ की स्मृति में या उनके सम्मान में पेड़ लगाने का अभियान तेजी से आगे बढ़ रहा है। लोग अपनी माँ के साथ या फिर उनकी फोटो के साथ पेड़ लगाने की तस्वीरों को सोशल मीडिया पर साझा कर रहे हैं।,अइड. के नेअः लेल केअते पुरअः रसिका मेनअः चि एंगाअः पहम रे च इनिअः मइन रे दरु रोए रअः अभियान सेकेड़ा ते अयर ते सेनोः तना। होड़ोको अपनअः एंगा लोः ते च ओड़ोः इनिअः फोटो लोः ते दरु रोए रअः फोटो को सोशल मीडिया रे उदुब तना।
Now the poor man carried a load of wood every day and sold it to a moneylender.,अब तो निर्धन व्यक्ति हरदिन एक बोझा लकड़ी ढोकर ले जाता था और एक साहू के पास उसे बेच देता था।,नाअ: दो रेंगे: होड़ो जनव मोद् बारोम सान गोओ: इदि केआते मियद् साउ तअ: रेए: अकिरिङजदए: तइकेना।
Many kings were also poor.,कितने राजा तो गरीब भी थे।,चिमिन राजाको दो रेंगेओ को रेंगे: तन तइकेना।
Show the new scratch card in PayTm.,पे टीएम में नया स्क्रैच कार्ड दिखाएं।,पे टी एम रे नवा स्क्राच कार्ड लेल रिकाएपे।
"Low vision rehabilitation professionals, some of whom are associated with an agency for the blind, can advise on lighting and contrast to maximize remaining vision.","""कम दृष्टि पुनर्वास पेशेवर, जिनमें से कुछ नेत्रहीनों के लिए एक एजेंसी से जुड़े हैं, शेष दृष्टि को अधिकतम करने के लिए प्रकाश और कंट्रास्ट पर सलाह दे सकते हैं।""","हुड़िङ लेनेल (दृष्टिगत) पुनर्वास पेशेवर, इनकु रे तरा लेका मेद् का लेलाकन को मेनते मियद् एजेंसी ते जुड़अः कना, सरेअः कन लेनेल के पुरअः ते रिका मेनते मसकल ओड़ोः विपरीत रे सलाह ओम दाड़िओआ। """
And every year about 6 thousand crore rupees will be spent for those areas,और हर वर्ष करीब-करीब 6 हजार करोड़ रुपया उन-उन इलाकों के लिए खर्च किया जाएगा,ओड़ोः सोबेन सिरमा एन-एन टयद्को नतिन करीब 6 हजार करोड़ टका खरचाओःअ।
"""The goal is to build, repair and modernize the ghats to improve the connection between the people and the rivers.""","""लोगों और नदियों के बीच संबंध को बेहतर करने के लिए घाटों के निर्माण, मरम्मत और आधुनिकीकरण का लक्ष्य निर्धारित है।""","होड़ोको ओड़ोः गाड़ाको रअः तला रे संबंध को बुगिन बइ मेनते घाट को रअः बबइ, बइ रूड़ा ओड़ोः आधुनिकीकरण रअः लक्ष्य बइअकना। """
"But the king will not give such orders to the two of us, perhaps he will put the two of us to death immediately. ""","लेकिन राजा हमदोनों को ऐसा हुकुम नही देंगे शायद, वे तुरत हमदोनों को मरवा देंगे।’’",मेनदो रजा एनका काए हुकुमअलिड.अ जाअः रोकागेए गोएः रिकालिड.अ।
"From roadside stalls to five-star hotels, there is a choice of food and facilities according to the traveller's need and budget.","सड़क किनारे की दुकानों से पांच सितारा होटल तक, यात्री की आवश्यकता तथा बजट के अनुसार भोजन तथा सुविधाओं का विकल्प है।","सङड़क गेना रेअः दोकान ते मोड़े इपिल होटल जकेद, हिजुः तन होड़ो कोअः जरूड़ु ओड़ोः बजट लेकाते जोमेतेअः ओड़ोः सोबोसिता रेअः सला मेनअः।"
"In many parts of India, parents want only a boy.",ऽ भारत के अनेक हिस्सों में माँ-बाप को सिर्फ लड़के की चाह होती है।,ऽ भारत रेअः इसु हिस्सा कोरे एंगा-अपु कोअः कोड़ा होन कोअः गे सनङ मेनअः।
Special health check-up drives are being conducted under government schemes for tribal children.,आदिवासी बच्चों के लिए सरकारी योजनाओं के तहत विशेष स्वास्थ्य जांच अभियान चलाए जा रहे हैं।,आदिवासी होनको मेनते सरकारी योजना लेकाते विशेष स्वास्थ्य जाँच अभियान सेसेन तना।
"Roto: Were you also a disciple of the samadhi, near the preachers?","रोटो-आप भी क्या समधि, प्रचारकों के पास में चेला थे ?","रोटो-त्र्प्रमो चित्र्प्र, सुमदि, परयारको तत्र्प्रःरेम चेलाकना?"
You will read about the Parliament next year.,संसद के बारे में आप अगले वर्ष पढ़ेंगे।,संसद रेअः बारे रे अयर सिरमापे पढ़ावेअ।
He has expertise in making medicines to be used after snakebites.,सांप काटने के बाद उपयोग की जाने वाली दवाई बनाने में उन्हें महारत हासिल है।,बिङ हुआः तयोमते कामिरे हिजुः रानू को इसु पुराःए इतुआना।
"Historians still rely on coins, inscriptions, architecture (building art), and written material to gather information about this period.","इतिहासकार इस काल के बारे में सूचना इकट्ठी करने के लिए अभी भी सिक्कों, शिलालेखों, स्थापत्य (भवन निर्माण कला) तथा लिखित सामग्री पर निर्भर करते हैं।","इतिहाइसीकार नेआ बेड़ा रेअः बारे रे सुचना को जमा मेनते नअः जकेद सिक्का, दिरि खोदा, स्थापत्य (भवन निर्माण कला) ओड़ोः ओलाकन सनापना कोरे को भोरसा तना।"
The prince at the same time went to Deora and cut his curse.,राजकुमार ने उसी समय देवड़ा के पास जाकर अपना शाप कटवाया,होन देवड़ाँ कोताःए सेनोः जना अद अयाः सराप को ओकोआ चि बोंगा को सराप लिःया कटाव रिका केदा।
play game with me,मेरे साथ खेल खेलो,आञलोः इनुङपे
"In this sense, federalism is the exact opposite of unitary polity.",इस अर्थ में संघीय शासन व्यवस्था एकात्मक शासन व्यवस्था से ठीक उलट है।,नेअ ओरेतो रे संघीय शासन व्यवस्था एकात्मक शासन व्यवस्था आते ठीकि उल्टा मेनअः।
"And you're not going to get a game, you're going to get a chance to think about it.","अइङ अपे के नेअ: गेइङ कजिअ: पेअ: चि अपे, अपेअ उड़ु बिचार को परचि जोगव पुरअ: गे जरुड़ु मेनअ: ।","मैं आपको यही कहूँगा कि आप, आपकी सोच positive होनी बहुत ज़रूरी है।"
"He too, after greeting them, sits down to eat tobacco and while talking asks Durga - ""How long have you been a Christian?""","वह भी उनदोनों के साथ अभिवादन करने के बाद, तम्बाकू खाने के लिए बैठ गया और बात करते करते दुरगा से पूछ रहा है-‘‘ आपको ईसाई हुए कितना दिन हो रहा है ?’’","इनिःओ इनकिङ लोः- जोपोअरजनचि, तमकु जोमए दुब्जना, अद् जगर जगर लोः दुरगाए कुलजअः- इअ, ‘‘अम किरतानेनजनते चिमिन दिन लेका होबाजना ?’’"
"You will fight for a piece of land, but you will spend more than you can buy. ""","एक बित्ता जमीन के लिए लड़ोगे; लेकिन उस जमीन से अधिक खरीद सकने योग्य खर्च करोगे। ""","मोद् बिता ओते नङबेन लड़इअ; मेनदो एन ओते'ते लाअःगे किरिङ दड़िओः इमिनङबेन करचाएअ।"""
"For Twitter, your message must be less than 180 characters.",ट्विटर के लिए आपका संदेश 180 वर्णों से कम होना चाहिए।,ट्विटर नगेन ते अमअः संदेश मिद् सए उपुन हिसि (180) वर्ण ते कोम लगातिङा।
"You will note, during the previous episodes of'Mann Ki Baat ', I had mentioned three competitions, one was to write patriotic songs, to make rangoli of events related to patriotism, freedom movement and to write lullabies that will instill dreams of a grand India in the minds of our children.","आपको ध्यान होगा, ‘मन की बात’ के पिछले episodes के दौरान मैंने तीन प्रतियोगिताओं का उल्लेख किया था, competition की बात कही थी – एक देशभक्ति के गीत लिखना, देश भक्ति से जुड़ी, आजादी के आंदोलन से जुड़ी घटनाओं की रंगोली बनाना और हमारे बच्चों के मन में भव्य भारत के सपने जगाने वाली लोरी लिखी जाए।","अपे के धेयान मेनअः जअः, ‘ मोने रेअः काजि ’ रअः नेएः गि पारोमकन एपिसोड को रेअः थला-मला रे अइञ अपिया प्रतियोगिता को रअः उल्लेख लअःञ, कोपीटिशन रेअः काजिंञ काजि लअः एक मियद दिसुम भक्ति रअः दुरंङ ओल, दिसुम भक्ति ते जुड़अःकन, आजादी रेअः आंदोलन ते जुड़ज्ञवाकन घटना को रअः रंगोली बबइ ओड़ो अबुअः होन कोअः मोने रे भक्ष भारत रअः कुमु जगत बिरिद रिका तेअः लोरी ओलोःका।"
This is how a book full of knowledge is.,इस तरह ज्ञान से भरा हुआ पुस्तक है।,नेलेकन सेंड़ा ते पेरेआ कना को मेना।
"Dain said, ""This ring is mine. Can't give it to you.""",डाइन ने कहा यह अंगूठी मेरी है। इसे नहीं दे सकती।,"नजोम मेन केदा चि मुन्दाम दो आञाः गे, काञ् ओमेया।"
"Doge - Come on, only you shout alone.","डोगे-चलो, केवल तुम अकेले हल्ला कर लो।","डोगे - मर, अम बारि ककलालेम ।"
"""I would like to commend the Election Commission for its continued efforts to strengthen democratic values in the country.""","""मैं चुनाव आयोग की सराहना करना चाहूँगा, जिसने देश में लोकतांत्रिक मूल्यों को मजबूत करने के लिए निरंतर प्रयास किए हैं।""","अञ् 'चुनाव आयोग सवासि ओम सनाङ जाअ:ञअ , ओकोनिः चि लोकतांत्रिक गोनोअं को हरा साँगी मेनते कमिइया कने तयु तना।"
"Tomorrow is the parents-teachers meeting at the children's school, planned to arrive on time.","कल बच्चों के स्कूल में पेरेंट्स-टीचर्स मीटिंग है, समय पर पहुँचने की योजना बना ली है।","गपा होन कोअः इतुसइ रे पेरेंटस-टीचर दुनुब मेनअः, सोमोए रे तेबअः रअः जोजना बइअकदा।"
"At the time of his death, he cursed the villagers saying, ""Despite having such powerful men in this village, they did not take me away, so their agricultural work will never be blessed.""","उनके मरते समय उन्होंने गांव वालों को यह कहते हुए श्राप दी-‘‘इस गांव में इतने ताकतवर आदमियों के होते हुए भी, वे मुझको नहीं ले गये, इसलिए उनलोगों के कृषि कार्य में कभी बरकत नहीं होगी।’’",438
"Now Ruta is telling them - in this village, the girl is a sister, the house is in this corner and there is a door on this side.","अब तो रूटा उनलोगों से कह रहा है-इस इस गांव में लड़की भगिनी होती है, घरतो इस किनारे में है और इस तरफ दरवाजा है।","नाअ: दो रुटा मेतअकोतना नेः, ने हतुरे कुड़ि होन गेड़ेओअ; ओड़अ दो ने सअ: अ:तोम रअ: गे अद् ने सआरे दुअरअकना।"
"Oh wow! What a vegetable! Not as pale as a spoon, not as sweet as a pumpkin.",ऊंह वाह ! क्या सब्जी थी ! न तुरई की तरह फीकी थी न कददू की तरह मीठी थी ।,हैं 'मर! चेकन अड़अः सकम तइकेना! तुरिआ लेका दो का हेड़ेम तइकेना चि कदडू लेका हेड़ेम तइकेना।
"We need to strike at this mindset, this thinking, this perversion.","हमें इस मानसिकता पर प्रहार करने की आवश्‍यकता है, इस सोच पर प्रहार करने की आवश्‍यकता है, इस विकृति पर प्रहार करने की आवश्‍यकता है।","अबु नेअ मानसिकता रे प्रहार रअः जरूड़ु मेनअः, नेअ उड़ुः रे प्रहार रअः जरूड़ु मेनअः नेअ विकृति के माउर रअ: जरूडु मनेअः।"
Tell me what percentage of one hundred and sixty-three is thirty.,यह बताओ कि एक सौ त्रेसठ का कितना प्रतिशत तीस है।,नेआ उदुबेम चि मिद् सौ अपि हिसि गेल रेआः चिमिनङ प्रतिशत मिद् हिसि गेल मेनाः।
Tell me two things?,दो अतंर बताओ ?,बरिया बिनगा उदुबेमे ?
The people of the state of Tamil Nadu celebrate food with great fervor and the main language spoken there is Mizo; traditional dress includes the turban.,तमिलनाडु राज्य के लोग खानपान बड़े उत्साह से मनाते हैं और वहाँ की मुख्य भाषा मिज़ो है; पारंपरिक पोशाक में पगड़ी शामिल है।,तमिलनाडु राइज रेन होड़ोको जोम-नू इसु रसिका तेको मनातिङ तना ओड़ोः एनतअः रअः मुनु जगर मिजो तनअः; पुरना लिजा रे पगड़ि मेनाः।
En lekate ini: Garai parom keda.,एन लेकाते इनीः गड़ाय परोम केदा।,उसने नदी को पार कर लिया।
Raghoji Bhonsle made a peace agreement on the condition that the Nizam granted him some jagirs in Berar.,राघोजी भोंसले ने इस शर्त पर शांति समझौता किया कि निज़ाम उन्हें बरार में कुछ जागीरें प्रदान करें।,राघोजी भेंसले नेअ शर्त ते शांति सोलाए ओम केदा चि निज़ाम इनकिन के बरार रे हुड़िङ लेका जमीना ओमो कअ।
Shanti uses more hybrid seeds and is getting good yield by using balanced manure.,शांति हाइब्रिड बीज का इस्तेमाल अधिक करती हैं और खाद का संतुलित प्रयोग कर अच्छा उत्पादन प्राप्त कर रही है।,"शांति हाइब्रिड जङ रेअः खिति पुरअःते रिका जदा, ओड़ोः सारा जुगुतु-जुगुतु पसरव केआते पुरअः गे बबा होबाओ।"
Let's go to that house now.,चलिए अबतो उस घर में चलतें हैं।,दोला नाअ: दो हना ओड़ः ते।
is this a song by john smith,क्या ये हनी सिंह का गाना है,चिनअः नेआ हनि सिंहअः दुरंग तनअःचिनअः नेआ हनि सिंहअः दुरंग तनअः
"In these castes, the boy child is being given value.",इन जातियों में लड़का बच्चा को मूल्य दिया जा रहा है।,एन जतिकोरे कोड़ा होनअः गोनोङगे ओमोःतना।
"After saying such a lie, of such a placard, to whom will the company pay the scraping?","इस तरह का झूठे कहने के बाद, इस तरह की तख्तियों का, कम्पनी किसको चीराई की मजदूरी देगा ?","एनका होसोड़ोते कजिजन तयोमते, एनकन पालिको रअः, कुमपनि ओकोए हद्नलाए ओमअइअ ?"
"Everyone accepts it, cooperates and contributes to its realization.","हर कोई इसको स्वीकारता है, सहयोग करता है और साकार करने के लिए कोई न कोई योगदान देता है ।","सोबेन नेया को मनतिङ तना, देंगा तनाको ओड़ो सरतेओः का मेनते जन का जन को देंगा तना।"
"Under this, small wells are made and trees are planted nearby to protect it.",इसके तहत छोटे कुएं बनाए जाते हैं और उसके बचाव के लिए आस-पास पेड़-पौधे लगाए जाते हैं।,नेअः रअः लेकाते हुड़िङ कुअः बइओअ ओड़ोः नेअः रअः बनचव मेनते होपोर-जपअः कोरे दरु-सुबा रोएअको।
"Mangal Singh Munda ji has written a novel called ""Palki Ki Putli.""",मंगल सिंह मुण्डा जी ‘‘पालकी की पुतली’’ नामक उपन्यास बनाए लिखे है।,"मंगल सिंह मुण्डा ताकिन ‘‘रंगा चौडल रेन पुतुल’’ उपन्यास किन बाई, ओला कदा।"
What is this,यह क्या है?,नेअ चेकनअः?
Vegetables are grown in the traditional way in the Gwalior district of Madhya Pradesh.,मध्यप्रदेश के ग्वालियर जिले में पारंपरिक तरीके से सब्जियाँ उगाई जाती हैं।,मध्यप्रदेश रअः ग्वालियर जिला रे पारंपरिक तरीका ते अड़अः सकम को चासा तना।
Which brand do they trust?,किस ब्रांड पर वह करते हैं भरोसा?,ओकोआ ब्रांड रे इनिः भोरसाएआएः।
5. Pure Sown Area - The land on which crops are grown and harvested is called pure sown area.,5. शुद्ध बोया गया क्षेत्र- वह भूमि जिस पर फसलें उगाई व काटी जाती हैं वह शुद्ध बोया क्षेत्र कहलाता है।,5. खितियोः तन टयद् - एन ओते ओकोनअः रे खितियोःअ ओड़ोः खिति हदोअः एनागे खितियोः तन टयद् कजिओगा ।
One of the hallmarks of democracy is that its trials and tests never end.,लोकतंत्र की एक खासियत है कि इसकी जाँच-परख और परीक्षा कभी खत्म नहीं होती।,लोकतंत्र रेअः मियद् खासियत तनअः चि नेअः रेअः जांच-परखव ओड़ोः परीक्षा जां इमतङो का चबाओःअ।
"Haddu said, ""Oh, Munda, who heard such things?""","हड़ु ने कहा- ओह, मुनडा ऐसी बातें किसने सुनीं ?","हड़ु मेनजदा - हेला, मुनडा ! नेकन कजिको ओकोए अयुमलअः ?"
The Karbi people of Assam sing songs with traditional drum-flute playing on the Angoti festival.,असम के करबी जनजाति के लोग अंगौती पर्व पर पारंपरिक ढोल-बाँसुरी वादन के साथ गीत कहते हैं।,असम रेन करबी जनजाति होड़ोको अंगौती पोरोब रे पारंपरिक ढोल-रूतु सड़ि लोः दुरंङ को कजिअ।
"""To promote indigenous technology and innovation, special grants and financial assistance are being made available.""","""स्वदेशी तकनीक और नवाचार को बढ़ावा देने के लिए, विशेष अनुदान और वित्तीय सहायता उपलब्ध कराई जा रही है।""","स्वदेशी तकनीक ओड़ोः नवा कमि को हरा इदि मेनते, बिसेस अनुदान ओड़ोः आर्थिक देंगा ओम जदा। """
He is in a whole other place.,"वह एक पूरी दूसरी जगह में है।""",इनिः मिअद् एटअः टयद् रे मेनअःइअ।
"""But if we can also step into these kinds of new areas and do research, we might be able to make a difference in the lives of those fishermen.""","""लेकिन हम इस प्रकार के नये क्षेत्रों में भी पदापर्ण करें रीसर्च करें, तो हम शायद उन मछुआरों की जिन्दगी में बदलाव ला सकते हैं।""","मेनदो अबु ने लेकनअः नवा टयद् रेओ सेसेन लगातिङा रिसर्चेआ, दो अबु जअः एन मछुआरा कोअः जिदन रे बदिलि अउ दड़िओआ। """
