English,Hindi,Bhili
How technology has made its way into villages as well.,गांवों में भी टेक्‍नोलॉजी ने कैसी अपनी जगह बनाई है।,गामु मा पणटेक्नोलॉजी ये केवी आपहु थाम बणायु से।
Finish the decoration of the turban by adding a bow or lace on the top part.,ऊपर के भाग पर एक धनुष या फीता जोड़कर मर्तबान की सजावट को समाप्त करें।,उपर ना भाग पर  एक कामठी या फीतु जोडिन मर्तबान (हाण्‍डली) नी सजावट ने खतम करे ।
He called for a change in this situation. The President also called upon teachers to imbibe a sense of discipline in students by setting examples.,उन्होंने इस स्थिति में बदलाव का आह्वान किया। राष्ट्रपति ने शिक्षकों का भी आह्वान किया कि वे उदाहरण प्रस्तुत करते हुए विद्यार्थियों में अनुशासन की भावना का समावेश करें।,"तिन्‍हुंई इनीं काहटियुं मां बदलवा हारूं बोलायां हतां, राष्ट्रपति ये मास्तरों थी तेड़ू करियु की त्या एव काम करे की सोरा असल थी, अगाड़ी बड़े अन आपणू नाम मोटुं करे।"
The Union Minister for Tribal Affairs listed the achievements of 10 years of the Ministry.,जनजातीय मामलों के केंद्रीय मंत्री ने मंत्रालय के 10 वर्ष की उपलब्धियां गिनाईं।,आदिवासी मामलों मां केन्द्रीय मंत्री हीं मंत्रालय ना10 वर्ष नी उपलब्धियों गणावी ।
He also assured the leadership of both BJP and JDU that the seats where JDU came second and NDA came third.,उन्होंने भाजपा और जेडीयू दोनों के नेतृत्व को भी आश्वस्त किया कि जिन सीटों पर जेडीयू दूसरे और एनडीए तीसरे स्थान पर आई हैं.,तिन्‍हुंई भाजपा अनें जेडीयू बेहे नां नेतृत्‍व नो बी आश्‍वस्‍त करियो कि जिनां सीटो पर जेडीयू बीजा अनें एनडीए तीसरा ठोडे आवी से।
"In Malaysia, the film grossed US $325,871 after three weekends.","मलेशिया में, फिल्म ने तीन सप्ताहांत के बाद 325,871 अमेरिकी डॉलर की कमाई की।",मलेशीया मां फिल्म ने 3 सप्ताह नि पसल 325871 अमेरिकी डाँलर नी कमाई करी !
He called for coordinated efforts from all the directorates to keep pace with the policies of the central and state government so as to achieve the set goals of the organization more effectively.,"उन्होंने केंद्र और राज्य सरकार की नीतियों के साथ समन्वय बनाये रखने के लिए सभी निदेशालयों से समन्वित प्रयासों का आह्वान किया, ताकि संगठन के निर्धारित लक्ष्यों को अधिक प्रभावी रूप से हासिल किये जा सके।","तिन्‍हुंयी केंद्र अनें राज्यों ने नेमूमा भेड़ा बहन बनावा नि हारू बदा निर्देशालयों थी, वातचीत करवानी वातकरी तैर संगठन न कणैला काम वधु रूप था सके से।"
"Major inter-state bus terminals are located at Bhopal, Indore, Gwalior, and Jabalpur.","भोपाल, इंदौर, ग्वालियर और जबलपुर में मुख्य अंतर-राज्यीय बस टर्मिनल स्थित हैं।","भोपाल, इन्‍दौर ग्‍वालियर अनें जबलपुर मां मोटो राज्‍यों नो हड्डो से।"
"Only the United States, he said, is doing the work of fighting terrorism some 7,000 miles away.","उन्होंने कहा कि केवल अमेरिका ही करीब 7,000 मील दूर आतंकवाद से लड़ने का काम कर रहा है।",तिहूये केदू कि खाली अमेरिका थी लगभग 7000 मील दूर थी। धमकाडवळा थी बाजवा नु काम कररी रया से।
"On Sardar Patel's Jayanti, we bow to him with pride and reverence for his immeasurable contribution.",सरदार पटेल की जयंती पर हम उन्हें उनके अतुलनीय योगदान के लिए गर्व और श्रद्धा के साथ नमन करते हैं।,"सरदार पटेल नी जयंती पर मनावा वाळा एकता दिवस हमू तिनाना हम यादगार करीने मदद ने याद अलाडीयी से ,"
Whatever has to happen will happen.,जो होना है हो जाए।,जे थावु होय ती थाय
"Today, we have been able to change all those systems.",आज उन सारी व्‍यवस्‍थाओं को हम बदल पाएं हैं।,आज तीनी बदी सार वारू न हमू बदली सकूूहूॅ से।
"Sampati, longing for victory, gets burnt on reaching near the sun.",सम्‍पाति जीत की चाह में सूर्य के निकट पहुँचकर जल जाता है।,सम्‍पाति जीत जाही करी न सूर्य मेरे जाइन बली गियू ।
"Together, we will build an India free of terror, communalism and casteism.",हम सब मिलकर के एक ऐसा भारत बनाएंगे जो आतंकवाद संप्रदायवाद और जातिवाद से मुक्त होगा।,"हमू हगला मलिने एवो देह बणावानु छेजो डर नो भाव ,धरम/भाषा/संस्क्रती नो भाव, जात-पात  से सुटक बारो होवे"
"In his message to the Prime Minister-elect, Mr. Baburam Bhattarai, Dr. Manmohan Singh wished him every success in the task of consolidating the democratic gains made by the people of Nepal.",निर्वाचित प्रधानमंत्री श्री बाबूराम भट्टराई के नाम अपने संदेश में डॉ. मनमोहन सिंह ने उन्‍हें नेपाल की जनता द्वारा स्‍थापित लोकतांत्रिक अभिलाभ को मजबूत बनाने के कार्य में संपूर्ण सफलता की कामना की।,निर्वाचित प्रधानमंत्री श्री बाबुराम भटटराई ने नाम आपडा हंदेहा मा डॉ. मनमोहन सिंह ये निताने नेपाल नी जनता द्वारा स्िापित लोकतांत्रिक अभिलाभ ने काठा बणावा ना काम मा हंगळी सफलता नी कामना करी।
We must serve people with disabilities.,हमें अपंग लोगों की सेवा करनी चाहिए।,हमुन लुला लंगडा नी सेवा करवी जो हे।
Changes made after becoming Chief Minister,मुख्यमंत्री बनने के बाद किये बदलाव,मुख्यमंत्री बणवा बाद करिया बदला।
"I also urge you to experience this vast India, ""Unity in Diversity"" is not just a slogan, it is a storehouse of our immense strength.","आपसे भी मेरा आग्रह है कि आप इस विशाल भारत को “विविधता में एकता” सिर्फ़ नारा नहीं, हमारी अपार-शक्ति का ये भंडार है, इसको अनुभव कीजिये।","तमारा थी पण हू कू से थी कि, तमु इना मौका भारत ना नाळी नाळी एकता मा खाली एक नारो नही हमज करो।"
"""He believed that a nation cannot progress by ignoring half its population,"" Sonia said.","सोनिया ने कहा, उनका मानना था कि अपनी आधी आबादी को अनेदखा कर कोई राष्ट्र आगे नहीं बढ़ सकता।","तिन्‍हुंनों मानवों हतो कि खाली गणेंळां लोकुं नें नी बाकि सबुंनें 'यहोवा नां मोह थी, निकळवाळां हर एक वसन पर ध्‍यान आलवा नीं जरूंरत से।"
"In Samuel Johnson's dictionary, he derived the word cricket from ""crise, Saxon, stick.""","सैमुअल जॉनसन के शब्दकोश में, उन्होंने ""क्राइस, सैक्सन, छड़ी"" से क्रिकेट शब्द प्राप्त किया।",सैमुअल जॉनसन ना शब्दो कोश मा तीहूंयी क्राइस टुकड़ो नानी लाकड़ी थी किरकेट शब्द मिळयो से ।
Every government has also made small promises. promises have also been made but the problem has not been solved.,हर सरकारों ने छोटे-मोटे वचन भी दिए हैं. वादे भी किए हैं लेकिन समस्या का समाधान नहीं हुआ है।,घणी सरकारो ने नाना मोटा वचन आलीया से वादा पण करीया पण समस्या नी उखेल नहीं थई से ।
"""Don't we tell people where our families are and where our children study?"" he asked.","उन्होंने पूछा, """"क्या हम लोगों को यह नहीं बताते हैं कि हमारा परिवार कहां हैं और हमारे बच्चे कहां पढ़ते हैं?""",तिनायी पूछू कि केम हमू मनखू नो यू नथी वाताडियी से कि आपडा परिवार कई से अने आपडा पोरियाँ भणवाना से ।
This proves that India is rapidly adopting best practices in the regular framework for Ease of Doing Business on all fronts.,इससे यह साबित होता है कि सभी मोर्चों पर इज़ ऑफ डूइंग बिजनेस के लिए नियमित ढांचे में भारत सर्वश्रेष्‍ठ प्रक्रियाओं को तेजी से अपना रहा है।,तिन्‍ही ये मालूम पडे की हगला समूहो व्‍यापार धन्‍धा मा रोजाना चलाडवा नो तरीको तैयार करवा मा भारत सबथी ताजी प्रक्रिया मा सब ही अगाडी रयो छे।
"He received 89,013 thousand votes, while Madhusudanan received 48,306 votes.","उन्हें 89,013 हजार वोट मिले, जबकि मधुसूदनन को 48,306 वोट मिले।","तीहुने ने 89,013 हजार वोट मलया,जबकि मधुसूदनन ने 48,306 वोट मलया ।"
Jaitley said the dollar has strengthened against almost all currencies.,जेटली ने कहा कि डॉलर लगभग सभी मुद्राओं की तुलना में मजबूत हुआ है.,जेटली ये केदु के डॉलर कम ही कम हंगली मुद्राओ करता मजबूत थाया हे
"In Kalaburagi, Karnataka, the Prime Minister unveiled a plaque and dedicated to the nation, the ESIC Hospital and Medical College in Bengaluru.",कर्नाटक के कलबुर्गी में प्रधानमंत्री ने एक पट्टिका का अनावरण करते हुए बेंगलुरू स्थित ईएसआईसी अस्पताल एवं मेडिकल कॉलेज राष्ट्र को समर्पित किया।,कर्नाटक ना कलबुर्गी मां प्रधानमंत्री ही एक पटिटका नों अनावरण करता जाये न बेंगलुरू नो इएसइसी दवाखानु अने मेडिकल कालेज देश ना सुपरत करयु।
He says that the ruler sometimes went out of the palace to hunt.,उसका कहना है कि शासक कभी - कभी शिकार खेलने के लिये राजभवन से बाहर निकला करता था ।,तीहुनी केवु से। की। राजा कदी.कदी शिकार रमवा हारू राज भवन ही बाहरता निकळी जातेला।
Let us broaden our thinking and pay attention to those who are not able to move forward without our help.,आइए हम अपनी सोच को व्यापक बनाएं और उन लोगों की ओर ध्यान दें जो हमारी मदद के बिना आगे नहीं बढ़ पा रहे हैं।,आवो हमू आपणी होस ने सुसल बणाई से अने मनखा उपर ध्यान देवा हारू त्या हमारी मदद लेवा नथी अगाडी बढाया से नथी स |
"Folk culture, therefore, in its traditional form, is perhaps as much in decline in Orissa as in other regions.",अतएव लोकसंस्कृति अपने परंपरागत रूप में संभवतः अन्य प्रदेशों की भांति ओड़िसा में भी ह्रासोन्मुख है।,तिने हारू लोकसंस्कृति आपड़ा परंपरागत रूप मा होयसकेते: बीजां प्रदेशों नी जेम ओड़िसा मा पण हासोन्मुख से।
"Most of the characters do not have actual human voices, but instead have gestures and robot voices, similar to the voice designed by Ben Burtt, which is similar to the voice.","अधिकांश पात्रों की आवाज वास्तविक मानव की नहीं है, बल्कि इसके बजाय भाव-भंगिमाओं और रोबोट की ध्वनियां हैं, जो आवाज के सदृश हैं, जिसे बेन बर्ट द्वारा डिजाइन किया गया है, जो आवाज़ के सदृश है।","जादातर पात्रो नी अवाज खास मनख नी  से, बाकि इनी वजा भाव-भंगिमाओं अन रोबोट नी अवाज्यो से, त्ये अवाज्यों नी सदृश से तिन बेन बर्ट नी द्वारा डिजाइन करी मेल्यो से त्ये आवाज नी सदृशय से।"
"The rebellion generated sympathy and admiration across India, including among pro-British Indian politicians.",इस विद्रोह ने ब्रिटिश समर्थक भारतीय राजनेताओं सहित पूरे भारत में सहानुभूति और प्रशंसा पैदा की।,ऐना विद्रोह मे ब्रिटिश नी हात वाला भारत ना राजनेता हाते भारत मां सहानुभूति अने प्रशंसा पैदा करी
The Prime Minister informed that the Union Government is working on a special development model for every sector.,प्रधानमंत्री ने बताया कि केंद्र सरकार हर सेक्टर के लिए विशेष विकास मॉडल पर काम कर रही है।,प्रधानमंत्री वताडियो  से केन्द्र नी सरकार हर सेक्टर हारू खास करीन वणावाना मॉडल पर काम करीरिया से।
"While hiding, he begins to think about his past hopes and dreams.","छुपते समय, वह अपनी पिछली आशाओं और सपनों के बारे में सोचना शुरू कर देता है।","हताती वखत, त्ये आपड़ी पासली आशाओं अने हमणां ना बारा मां होसवु शुरु करी दे से ।"
Kenduli is about 30 kilometres from Santiniketan.,शांतिनिकेतन से केंदुली लगभग 30 किलोमीटर की दूरी पर है ।,शान्ति निकेतन थी केदुली कम थी कम 3 किलोमीटर दूर से ।
"Of these, sesame, patchouli, mentha, and arbenis are particularly notable.","इनमें तिल , पचौली , मैन्था और अरबेनिस का नाम विशेष रूप से लिया जा सकता है ।","इनमा तल, पसौळी, मेन्था अने अरबेनिस नु नाम खास करीन ळे से।"
Innocent people sitting in the church were put to death within Sri Lanka.,चर्च में बैठे हुए निर्दोष लोगों को श्रीलंका के भीतर मौत के घाट उतार दिया गया।,सर्स मां बठा थाया निर्दोष लोकों ने श्रीलंका ना भीतर मौत ना घाट उतार दे दा।
"If the accident was your fault, it's also possible that your property could be seized to help pay for the other driver's medical bills.",यदि दुर्घटना आपकी गलती थी तो यह भी संभव है कि अन्य चालक के चिकित्सा बिलों के भुगतान में सहायता के लिए आपकी संपत्ति को जब्त किया जा सकता है।,अने एकसीडेण्‍ड थायू सी तारी गलती थी अने तो थी आवानी खबर से कि बिजा व्‍यक्ति ना अस्‍पताल मा बलो तीनी धन रूपया हारू अस्‍पताल मा सहायता ने रूपया ने भूकता करीयो से।
"Addressing a press conference in Haridwar on Sunday (May 26), Baba Ramdev said, ""India's population should not be more than 150 crore in the next 50 years because we cannot handle more than that.","रविवार (26 मई) को हरिद्वार में एक संवाददाता सम्मेलन को संबोधित करते हुए बाबा रामदेव ने कहा, “भारत की जनसंख्या अगले 50 साल में 150 करोड़ से ज्यादा नहीं होनी चाहिए क्योंकि इससे ज्यादा हम नहीं संभाल सकते हैं।",दितवार ने दन (26 मई) मां हरिदवार मां मिडिया ना मेला ने सबोधित करते लो हतो बाबो रामदेव ये केदू कि भारत नी जनसंख्या अगले वरेह 50 साल मां 150 करोड़ थी वदारे नी थावी जोहे केम की इन थी वदारे हमू नी हमाली सकयी से।
Look at the way a scientist talks.,"देखा, एक वैज्ञानिक का बात करने का तरीका कैसा होता है।","देख्यु, एक वैज्ञानिक नो वात करवा नो तरीको केवो होय से ।"
A military force under Raghunatha Rao was then sent to Gujarat.,रघुनाथ राव के नेतृत्व में एक सैन्य बल गुजरात भेजा गया इसके बाद।,रघुनाथ राव ना नेतृत्व मां एक सैन्य बल गुजरात मोकलीयु गयु इना बाद ।
Rail lines connecting Siliguri in northern Bengal to Kolkata and Assam to Chittagong were cut.,उत्तरी बंगाल में सिलीगुड़ी को कोलकाता और असम को चटगांव से जोड़ने वाली रेल लाइनें कट दी गईं।,"उत्तर बंगाल में सिलीगुड़ी ने कोलकाता अने असम ने छठ गांम थी, जोडवा वाळी रेल लाइण कापि दे दी।"
India's largest working railway model layout.,भारत का सबसे बड़ा कामकाजी रेलवे मॉडल ले आउट।,भारत नो सबथी  मोटो कामकाजी रेलवे मॉडल ले आउट।
Twipra is mentioned in the Ming Shilu as Di-wu-la.,मिंग शिलु में त्विप्रा का उल्लेख दी-वू-ला के रूप में किया गया है।,मिंग शिलु मां त्विप्रा नु उल्लेंख दी वु ला ना रूप मां करयु सें ।
"My dear countrymen, our civilization, culture and languages convey the message of unity in diversity to the entire world.","मेरे प्यारे देशवासियो, हमारी सभ्यता, संस्कृति और भाषाएं पूरे विश्व को, विविधता में, एकता का सन्देश देती हैं।","मारा प्यारा देशवासियों,हमारी सभ्यता, संस्कृति अने भाषायो पूरा विश्व ने, विविधता मां,एकता नोसंदेश आले से ।"
You can use the income-based method to split food expenses or split food expenses according to who consumes how much.,"आप आय-आधारित विधि का उपयोग कर सकते हैं कि भोजन के खर्च को विभाजित करने के लिए या कौन कितना उपभोग करता है, उसके अनुसार भोजन के खर्च को विभाजित करें।",तमु आप आ अधारित विधी कमा उपयोग करी सको कि खावेनु के खरसा ने विभाजित करवा हारू कोई केतरो उपयोग करे है तिनो अनुसार भोजन खरसा को विभाजित करे।
"In an interview to a news agency, he said it was normal for two neighbours to have differences and these should be resolved through dialogue.",एक समाचार एजेंसी को दिए गए साक्षात्कार में उन्होंने कहा कि दो पडोसियों के बीच मतभेद होना सामान्य बात है और इन्हें आपसी बातचीत से सुलझाया जाना चाहिए।,एक हमीस्यार वाला नी हमो तीने केदू की बे मेरे वाला नी वसमा खटपट थाय ये नानी वात से अने इनाने भेला थाइन वातनो खुलासों करवो जोवे।
"In 1989, there were violent riots between Buddhists and Muslims.",1989 में बौद्धों और मुसलमानों के बीच हिंसक दंगे हुए थे।,1989 मां बौद्धुन अन मुसलमानुना वसमा मारा-कूटी वाळज्ञ दंगा थाईला।
"The meeting was attended by NITI Aayog Vice Chairman Rajiv Kumar, Labour Minister Santosh Kumar Gangwar and his officials.","बैठक में नीति आयोग के उपाध्यक्ष राजीव कुमार, श्रम मंत्री संतोष कुमार गंगवार और उनके अधिकारियों ने भाग लिया.","बठक मा नीति आयोग ना उपाध्यक्ष राजीव कुमार, श्रम मंत्री सतोष कुमार गंगवार अने तिनाना साबडा यी भाग लेदा ।"
You are very bad.,तुम बहुत बुरे हो।,तमु घणो भुण्डो से।
"Khande Rao sent a letter to his generals, confirming the agreement to hand over Hyder Ali.","खांडे राव ने अपने सेनापतियों को एक पत्र भेजा, जिसमें हैदर अली को सौंपने के लिए समझौते की पुष्टि की गई थी।",खांडेराव ये आपडा सेनापतियु ने एक कागोल मोकलियु जिनमां सेदर अली ने हुपवा हारू हमजोतरा नी खुलासों करी गेलों
"Examples of such traits include Shaolinkan physical exercises that mimic all other animals or training methods inspired by ancient Chinese philosophy, religions, and legends.","इस तरह के लक्षणों के उदाहरणों में शाओलिन्कन शारीरिक अभ्यास शामिल हैं जिसमें सभी अन्य जानवरों की नकल या प्राचीन चीनी दर्शन, धर्मों और किंवदंतियों से प्रेरित प्रशिक्षण विधियां शामिल हैं।",इनी तरह ना लक्षणो ना उदाहरणो मा शाओलिन्कन शारीरिक अभ्यास भेला से जिनमा सभी अन्य जानवरो नी नकल या पुराना चीनी दर्शन धर्मो अनी किवदंतियो थी प्रेरित प्रशिक्षण विधियां भेळी से।
Another innovative idea I really liked was the Justice Clock.,एक औरinnovative idea मुझे बहुत अच्छा लगा Justice Clock का |,एक फेर nnovative idea मन यो असल लाग्‍यों तो है Justice Clock
"Perini Natyam, a dance dedicated to Lord Shiva, was quite popular during the Kakatiya Empire. The roots of this empire are still attached to Telangana.","पेरिनी नाट्यम, भगवान शिव को समर्पित एक नृत्य, काकतीय साम्राज्य के दौरान काफी लोकप्रिय था। इस साम्राज्य की जड़ें आज भी तेलंगाना से जुड़ी हैं।",पेरिनीं नाट्यम भगवान शिव नें समरपित एक नाच काकतीय राजपाठ नीं थी काफी लोकप्रिय हतां इनां राजपाठ नां जडें आज बी तेलंगाना थी जोड़ायली से।
There are several cricket grounds or grounds located across the city.,शहर भर में स्थित कई क्रिकेट ग्राउंड या मैदान हैं।,शेहर भर मा घणा क्रिकेट ना मैदान से ।
He brought animation to Tamil cinema.,उन्होंने तमिल सिनेमा में एनीमेशन लाकर दिखाया।,तिहुयी तमिल सिनेमां मां एनीमेशन लावीन देखाड़यू ।
India has adhered to the goals of the Charter and has been instrumental in the development of specific UN programmes and agencies.,भारत ने चार्टर के लक्ष्यों को पालन किया है और संयुक्त राष्ट्र के विशिष्ट कार्यक्रमों और एजेंसियों के विकास में सहायक रहा है।,भारत ना चार्टर ना लक्ष्यों नो पालन करयों  से अन संयुक्त राष्‍ट ना विसिष्ट मोसरों अन एजेंसियों ना विकास मां सहायक रयो से ।
"As far as elections are concerned, elections keep coming, there are elections to five states in the coming days.","जहां तक चुनाव का सवाल है चुनाव तो आते रहते हैं, आने वाले दिनों में पांच राज्यों के चुनाव हैं।",जहॉ तक सुणाव नो एक सवाल से सुणाव ते आवते रेहे से आवा वाला दनु मा पास देह मा सुणाव थाई से।
Aparna: - G... G. Absolutely. Absolutely sir.,Aparna :- जी… जी बिल्कुल। बिल्कुल सर।,Aparna:- जी...जी विल्कुल बिल्कुल साब
"The MoU will allow the exchange of information, expertise, best practices and technology in order to foster stability in the region in the context of India-Germany relations.","सहमति ज्ञापन से क्षेत्र में स्थिरता कायम करने के लिए सूचना, विशेषज्ञता, श्रेष्‍ठ व्‍यवहारों तथा टैक्‍नोलॉजी के आदान-प्रदान से भारत और जर्मनी के संबंधों में मंजूरी मिलेगी।","सहमति (हामी) ज्ञापन ना क्षेत्र मां मजबूती राखवा हारू खबरो, जाणकारों, असल वेवार, अने टेक्नोलॉजी नी खबरो थी भारत अने जर्मनी ना संबंधो मां मंजूरी मल्हे।"
"He then requests Dhankor Ba to consider negotiating for peace, and she invites him to celebrate Navratri with Sanedo, intending to kill him.","फिर वह धनकोर बा से शांति के लिए बातचीत पर विचार करने का अनुरोध करता है, और वह उसे मारने के इरादे से सनेड़ो के साथ नवरात्रि मनाने के लिए आमंत्रित करती है।",केर त्या धनकोर बा भी शांति हारू वातसीत उपर विस्थार करव नो निवेदन करे से अन त्यो तिन कारण ना इरादा थी सनेडा नी हाते नोरता वाकवा हारू बोलावे से।
May you be healthy and happy. Thank you very much.,आप स्वस्थ और प्रसन्न रहें। बहुत-बहुत धन्यवाद,तमो हाजा हुरा अने राजी रो । घणों-घणों धन्यवाद ।
Kumar is credited with the highest number of multi-singer and male duet hits with the finest singers of different eras.,कुमार को विभिन्न युगों के बेहतरीन गायकों के साथ सबसे अधिक बहु-गायक और पुरुष युगल हिट का श्रेय दिया जाता है।,कुमार नो अलग-अलग युगों ना  बेहतरीन गायकों ना हाते  सबथी जादा  बहु-गायक अन आदमी  युगल हिट ना श्रेय देदु जावे से।। |
"A heavy smoker but non-drinker, Ray valued work more than anything else.",अत्यधिक धूम्रपान करने वाले लेकिन शराब न पीने वाले रे ने किसी भी अन्य चीज की अपेक्षा काम को अधिक महत्व दिया।,घणा बीड़ी तम्‍बाकु खावा पिवा वाला पण दारू नी पीवा वाला रे थी कयना पण बीजी वस्‍तु नो भरोहो काम ने घणो महत्‍व आलियो से।
"There is so much happening that is strengthening the foundation of a developed India. For example, on this 23rd of August, all of us countrymen celebrated the first National Space Day.","कितना ही कुछ ऐसा हो रहा है, जो विकसित भारत की नींव मजबूत कर रहा है। जैसे, इस 23 अगस्त को ही हम सब देशवासियों ने पहला National Space Day मनाया।",जेतरु भी कई थाइरु से ते असल काम ना भारत नी नीम काठी करी रा से जेवु की इना 23 अगस्‍त नु ही हमु बदा देहवासियो यी पेलखो नेशनल स्‍पेस दन मनायो से
"While Sushil Gupta explained to Kejriwal the problems being faced by traders in Delhi, ND Gupta gave technical and legal details of the new tax system.","जहां सुशील गुप्ता ने केजरीवाल को दिल्ली में व्यापारियों द्वारा झेली जा रही दिक्कतें बतायीं, वहीं एन डी गुप्ता ने नए टैक्स सिस्टम की तकनीकी और कानूनी जानकारी दी.",जा सुशील गुप्ता यी केजरीवाल ने दिल्ली मा वेपारिया यी झेली जाई री से दिक्कत वताड़ी ता एनडी गुप्ता यी नवु टेक्स मा कम्पूटर थी अने कानूण नी जाणकारी आली।
India's ancient wisdom can also guide the world community in overcoming the global environmental crisis.,"वैश्विक पर्यावरण संकट से उबरने में भी भारत का प्राचीन ज्ञान, विश्व-समुदाय का मार्गदर्शन कर सकता है।",दनिया मां पर्यावरण नी काठी वखत मा ही निकलवा मा भारत नु जूनी जानकारीए दनिया ना समुदाय ने पथ उपर सलाडवानु वताड़ी सके  से ।
"The remainder is neither used nor managed, and causes devastating floods over many years.","शेष का न तो उपयोग किया जाता है और न ही प्रबंधन किया जाता है, और कई वर्षों से विनाशकारी बाढ़ का कारण बनता है।","बाकी वसेला नो नी ते उपयोग करे से,  अने देख रेख करी रिया से घणा वरहू थी, खतम करवा वाळी बाढ़ नू कारण वणीरियू सें।"
But now they are not ready to force their future generation to live in wait and so this first dawn of Amrit Kaal has brought us a huge golden opportunity to fulfill the aspirations of that aspirational society.,लेकिन अब वो अपनी आने वाली पीढ़ी को इंतजार में जीने के लिए मजबूर करने को तैयार नहीं हैं और इसलिए ये अमृत काल का पहला प्रभात हमें उस aspirational society के आकांक्षाओं को पूरा करने के लिए बहुत बड़ा सुनहरा अवसर लेकर के आई है।,"पुनें हाऊ ती आपड़ी अगली आवा वाळी पीढी नें वाट जोवा हारूं लासार नथ करवा हारूं तियांर से, इनी हारूं इनां अमृत काल ना पेहली परबात हमुंनें इन्‍हुंनें आसायें पुरूं करवा हारूं, हाडन मोटो मोखों मळयों सें।"
"These include Madhya Pradesh Power Distribution Company, Public Health Engineering and Food and Civil Supplies Department.","इनमें मध्यप्रदेश विद्युत वितरण कम्पनी, लोक स्वास्थ्य यांत्रिकी तथा खाद्य एवं नागरिक आपूर्ति विभाग शामिल हैं।",इनामा मध्यप्रदेश विजळी वाटवा वाळी कम्पनी स्वस्थ्य यात्रिकी अने खावा नो अने नागरिक आपूर्ति विभाग भेळा से।
Decide what is really needed and what can be cut.,यह तय करें कि वास्तव में क्या आवश्यक है और किसमें कटौती की जा सकती है।,"यो तय करों कि वास्तव मा हु जरूरी है,अने किनमा कटौतरो करी सके।"
You should pay attention to how much luggage you can carry at once.,आपको ध्यान देना चाहिए कि आप एक साथ कितना सामान ले जा सकते हैं।,तमु ने ध्यान देवो जोवे की तमु एक हाते केतरो समांन ली जाय सको से।
"""He couldn't refuse.",’ वह मना नहीं कर सकी.,ते ना नी करी सके।
Filing of claims by constituents - Claims will be filed by the MLI from the proposed fund as per the guidelines laid down by the managing committee.,उपादानों द्वारा दावे का दाखिला – प्रबंध समिति द्वारा निर्धारित मार्गनिर्देशों के अनुसार प्रस्तावित निधि से एमएलआई द्वारा दावे दाखिल किए जाएंगे।,गारेटी फिस एम एल आई थी वदु 0.75 प्रतिशत हर तीन मइना नी गांरन्टी नी फिस वसुल कर है।
I am confident that our Joint Working Group on Information Technology will meet soon to chart out a roadmap for cooperation.,मुझे भरोसा है कि सहयोग की रूपरेखा तैयार करने के लिए सूचना प्रौद्योगिकी पर हमारे संयुक्त कार्य समूह की जल्द बैठक होगी।,भारत ना प्रधप्रंधानमंत्रीयी केदूं कि एक भरोहा ना सहयोग हारूं एक रूपरेखा तैयार करवा हारूं सूसना प्रौद्योगिकी पर हमारा बदा कामू समूह ना रूप मां करवा हारूं एक बैठक थाई से।
"It was alleged that Modi paid Rs 30,000 crore to Anil Ambani in the Rafale jet deal.","मोदी ने राफेल विमान सौदे में अनिल अंबानी को 30,000 करोड़ रुपए दिए, इस पर आरोप लगाया गया।","मोदी ने राफेल विमांन होदा मां अनिल अंबानी ने 30,000 करोड़ रुपया आल्या, इन पर आरोपलगाड़यो ग्यो ।"
